permissible_value	slot	enum	class	abstract	alias	aliases	apply_to	asymmetric	broad_mappings	children_are_mutually_disjoint	close_mappings	code_set	code_set_tag	code_set_version	comments	concepts	conforms_to	created_by	created_on	definition_uri	deprecated	deprecated_element_has_exact_replacement	deprecated_element_has_possible_replacement	description	designates_type	disjoint_with	domain	domain_of	enum_uri	equals_expression	equals_number	equals_string	equals_string_in	exact_mappings	examples	from_schema	id_prefixes	identifier	ifabsent	implements	implicit_prefix	imported_from	in_language	in_subset	inherited	inlined	inlined_as_list	inverse	irreflexive	is_a	is_class_field	is_grouping_slot	is_usage_slot	key	last_updated_on	list_elements_ordered	list_elements_unique	local_names	locally_reflexive	mappings	maximum_cardinality	maximum_value	meaning	minimum_cardinality	minimum_value	mixin	mixins	modified_by	multivalued	narrow_mappings	notes	owner	pattern	range	rank	readonly	recommended	reflexive	reflexive_transitive_form_of	related_mappings	relational_role	required	role	see_also	shared	singular_name	slot_group	slot_uri	source	status	string_serialization	structured_pattern	subproperty_of	symmetric	title	todos	transitive	transitive_form_of	union_of	usage_slot_name	value_presence	values_from	Preferred_unit	Expected_value
>permissible_value	slot	enum	class	abstract	alias	aliases	apply_to	asymmetric	broad_mappings	children_are_mutually_disjoint	close_mappings	code_set	code_set_tag	code_set_version	comments	concepts	conforms_to	created_by	created_on	definition_uri	deprecated	deprecated_element_has_exact_replacement	deprecated_element_has_possible_replacement	description	designates_type	disjoint_with	domain	domain_of	enum_uri	equals_expression	equals_number	equals_string	equals_string_in	exact_mappings	examples	from_schema	id_prefixes	identifier	ifabsent	implements	implicit_prefix	imported_from	in_language	in_subset	inherited	inlined	inlined_as_list	inverse	irreflexive	is_a	is_class_field	is_grouping_slot	is_usage_slot	key	last_updated_on	list_elements_ordered	list_elements_unique	local_names	locally_reflexive	mappings	maximum_cardinality	maximum_value	meaning	minimum_cardinality	minimum_value	mixin	mixins	modified_by	multivalued	narrow_mappings	notes	owner	pattern	range	rank	readonly	recommended	reflexive	reflexive_transitive_form_of	related_mappings	relational_role	required	role	see_also	shared	singular_name	slot_group	slot_uri	source	status	string_serialization	structured_pattern	subproperty_of	symmetric	title	todos	transitive	transitive_form_of	union_of	usage_slot_name	value_presence	values_from	annotations	annotations
>																																																																																																							inner_key: Preferred_unit	inner_key: Expected_value
